VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
727,912,Ijaya Dar,33,2,1
728,462,Jai Natt,49,2,0
729,208,Tarak Babu,50,1,1
730,660,Forum Dass,26,2,1
731,884,Onveer Menon,41,1,1
732,132,Ayush Soni,71,2,1
733,702,Krishna Palan,32,2,1
734,768,Varenya Deshpande,20,2,0
735,834,Sachi Dass,51,2,1
736,358,Matthew Tank,52,1,0
737,635,Aarini Chadha,43,2,1
738,351,Hiral Bumb,10,2,1
739,897,Waida Ghosh,36,1,0
740,19,Bimala Dewan,13,2,1
741,389,Yashawini Dara,72,2,1
742,374,Jackson Barman,33,1,0
743,615,Ishaan Deep,41,1,0
744,776,Tanish Deep,45,1,1
745,451,Pavani Samra,82,2,1
746,460,Yachana Sahota,73,2,0
747,568,Fiyaz Bandi,25,2,1
748,590,Guneet Palla,42,1,0
749,246,Azad Bava,89,1,0
750,729,Geetika Dugar,39,2,0
751,54,Barkha Bhatia,77,2,1
752,303,Raghav Chopra,73,2,1
753,884,Harini Jani,34,2,1
754,976,Lajita Sehgal,25,1,1
755,429,Dominic Mangal,49,1,1
756,3,Pahal Grover,50,2,0
757,442,Tanvi Apte,88,2,0
758,691,Yasti Hegde,30,1,0
759,828,Oscar Bala,29,1,1
760,395,Yashasvi Choudhry,50,2,1
761,351,Divya Sarkar,11,1,0
762,983,Vamakshi Dugar,67,2,1
763,302,Rohan Sankaran,83,1,1
764,323,Waida Wagle,11,1,1
765,370,Zansi Sant,7,1,0
766,763,Fariq Sangha,74,2,1
767,522,Arya Chaudhuri,32,1,0
768,431,Dev Ganesh,52,2,0
769,575,Forum Modi,14,2,1
770,998,Lila Mander,6,2,1
771,295,Yutika Vaidya,86,2,0
772,440,Indrajit Shere,17,1,0
773,812,Thomas Suresh,58,1,1
774,319,Jagat Kamdar,21,2,1
775,169,Advik Misra,48,2,0
776,406,Mugdha Chawla,25,2,1
777,927,Aachal Balay,8,2,0
778,159,Eta Venkataraman,16,1,1
779,317,Manan Shroff,85,1,1
780,813,Jagvi Ramaswamy,19,1,0
781,314,Yashodhara Deo,39,1,0
782,632,Omkaar Warrior,41,1,0
783,774,Triveni Yohannan,50,2,1
784,945,Harish Lall,48,1,1
785,547,Xalak Brahmbhatt,39,2,0
786,719,Lakshit Bhakta,60,1,0
787,504,Nihal Sani,47,2,0
788,41,Riya Bansal,16,2,1
789,234,Kavya Sachar,84,1,0
790,608,Damini Sekhon,70,1,1
791,782,Nirja Shroff,37,1,0
792,765,Adweta Dayal,32,1,0
793,79,Janaki Buch,87,2,0
794,32,Ekanta Handa,21,1,1
795,579,Kai Bhattacharyya,56,2,1
796,894,Wridesh Pillay,34,1,0
797,824,Gagan Khanna,75,1,1
798,152,Daksh Halder,57,1,1
799,454,Tejas Samra,49,2,0
800,358,Nirja Gour,17,1,0
801,361,Oviya Pandit,38,1,0
802,339,Abdul Hayer,23,2,1
803,333,Faqid Kohli,85,2,1
804,601,Gunbir Muni,30,1,0
805,914,George Bhatti,39,2,1
806,23,Rohan Bose,40,1,0
807,170,Aashi Dar,45,1,0
808,201,Benjamin Mandal,84,1,0
809,680,Aachal Merchant,19,1,1
810,388,Bhanumati Sandal,33,1,0
811,494,Sanya Gola,51,2,1
812,858,Banjeet Gole,7,2,0
813,834,Vanya Bedi,71,2,1
814,385,Jhalak Arora,5,2,0
815,606,Harrison Soman,52,2,1
816,619,Ira Kuruvilla,52,1,1
817,897,Tamanna Gera,16,1,0
818,55,Matthew Srinivas,17,2,1
819,524,Abha Deshpande,29,1,1
820,126,Manthan Om,62,1,0
821,446,Osha Dyal,38,1,0
822,25,Samaksh Amble,17,2,0
823,547,Dhriti Chaudhry,14,2,1
824,204,Victor Ramaswamy,38,1,0
825,468,Wahab Sha,57,1,0
826,202,Nakul Sengupta,88,2,1
827,559,Ganga Pall,37,2,1
828,250,Bachittar Ramakrishnan,11,2,0
829,646,Nathaniel Kumar,64,1,1
830,761,Ayush Prabhu,69,1,0
831,130,Xalak Bhagat,15,1,1
832,281,Qabil Saxena,16,1,1
833,315,Benjamin Tailor,67,2,0
834,337,Anamika Gour,26,2,0
835,614,Yashoda Gupta,12,2,0
836,863,Harsh Hari,51,2,0
837,167,Bishakha Shetty,60,1,0
838,453,Peter Anne,22,2,1
839,91,Aishani Kara,18,1,1
840,83,Dayita Wadhwa,64,2,0
841,663,Sanya Sur,39,1,1
842,815,Idika Chauhan,31,1,0
843,235,Jhalak Sawhney,32,1,0
844,989,Indrajit Ramakrishnan,33,1,1
845,952,Nakul Lanka,43,2,1
846,719,Vyanjana Gola,83,1,1
847,824,Chandresh Brar,20,1,0
848,523,Xavier Sant,86,2,0
849,111,Kiaan Mangal,10,2,0
850,450,Amrita Uppal,58,1,0
851,855,Brinda Badami,41,1,0
852,886,Januja Shukla,19,1,1
853,880,Zinal Barad,32,2,1
854,793,Harinakshi Sachdev,69,1,1
855,162,Hredhaan Grover,30,2,1
856,647,Sanaya Chaudhari,55,1,1
857,231,Pranav Joshi,76,1,1
858,161,Janya Magar,47,1,1
859,957,Falak Aurora,65,1,1
860,60,Thomas Pathak,62,1,1
861,737,Falak Brar,30,1,0
862,589,Jack Savant,43,2,1
863,347,Daksh Dugar,38,1,1
864,595,Victor Batta,40,2,1
865,941,Krisha Sarraf,46,1,0
866,318,Nimrat Sandal,43,2,1
867,864,Saanvi Gill,51,1,1
868,631,Advik Saraf,20,1,0
869,290,Bachittar Kalla,59,1,1
870,850,Advik Bose,50,1,1
871,45,Aarini Kala,67,1,0
872,331,Anika Padmanabhan,37,1,1
873,32,Yoshita Chokshi,59,2,1
874,471,Alka Setty,65,2,1
875,772,Zansi Handa,60,2,1
876,941,Balveer Din,17,1,1
877,400,Yug Wali,18,1,1
878,97,Chanakya Yogi,88,2,1
879,869,Ekbal Gade,66,2,1
880,70,Balendra Radhakrishnan,14,2,1
881,195,Mohini Dyal,22,1,1
882,474,Avi Golla,37,2,1
883,542,Charles Kumar,43,2,0
884,799,Akshay Tara,74,1,1
885,904,Girik Yogi,28,2,1
886,743,Libni Savant,23,2,1
887,346,Bina Dani,90,1,0
888,733,Adweta Divan,61,2,1
889,698,Bakhshi Nagar,88,2,1
890,603,Nihal Sharma,61,2,1
891,206,Oni D’Alia,7,1,0
892,429,Bhavya Gopal,34,1,1
893,641,Raghav Dhawan,84,2,1
894,744,Isaiah Kapoor,7,2,1
895,985,Nikita Ramachandran,88,1,1
896,406,Yagnesh Rau,82,2,0
897,797,Sachi Sidhu,34,1,1
898,404,George Kala,81,1,0
899,703,Bhavna Saxena,51,2,0
900,919,Owen Reddy,57,2,0
901,242,Udyati Barad,19,2,0
902,882,Parth Soni,67,2,1
903,934,Aahana Chokshi,83,1,1
904,226,Vivaan Chada,43,2,0
905,132,Kashvi Jayaraman,21,1,1
906,813,Banjeet Datta,47,1,0
907,123,Chatresh Borde,15,2,1
908,336,Nandini Wason,16,1,1
909,252,Wishi Saha,52,1,1
910,432,Victor Kohli,19,2,1
911,550,Unni Chakrabarti,67,1,1
912,761,Chaitaly Chaudry,56,1,1
913,906,Upasna Bobal,84,2,1
914,647,Jackson Setty,53,2,1
915,682,Alka Mahajan,59,2,0
916,642,Anmol Singhal,59,1,0
917,77,Vasana Tella,45,2,0
918,381,David Sule,47,1,0
919,360,Abhiram Prabhakar,45,1,0
920,552,Chatresh D’Alia,44,1,1
921,67,Peter Vyas,25,1,0
922,938,Dalbir Sankar,44,1,1
923,564,Damyanti Rajan,67,1,1
924,672,Deepa Sura,22,1,1
925,363,Balveer Sethi,89,2,0
926,960,Onveer Tripathi,39,2,1
927,691,Wriddhish Dalal,68,1,1
928,705,Zayyan Pandey,38,2,0
929,334,Aarna Dhingra,11,2,0
930,189,Inaya Mallick,14,2,0
931,438,Ekansh Hari,9,2,0
932,328,Shivani Tandon,72,2,1
933,192,Tamanna Panchal,15,2,1
934,791,Reyansh Dhingra,30,2,1
935,742,Isaiah Mohanty,14,2,0
936,796,Warhi Soni,71,2,1
937,642,Aayush Khatri,37,1,1
938,401,Isha Gola,33,1,1
939,849,Charvi Purohit,36,2,1
940,644,Nathaniel Bava,35,1,1
941,638,Saumya Master,30,1,1
942,590,Deepa Mannan,42,1,0
943,185,Urmi Gandhi,85,1,1
944,665,Ishani Shah,63,1,0
945,83,Omisha Sridhar,62,1,1
946,254,Leena Randhawa,65,1,0
947,154,Jasmit Pai,38,2,1
948,927,Aashi Kar,16,1,0
949,454,Gaurang Tella,11,1,1
950,96,Brijesh Subramaniam,6,2,0
951,798,Gauri Goda,76,2,1
952,315,Daksh Tata,30,1,1
953,58,Anirudh Dani,7,2,1
954,211,Kavya Aurora,17,1,1
955,629,Jairaj Pai,77,2,1
956,30,Ikbal Saran,10,1,1
957,598,Nikita Biswas,76,2,1
958,27,Ucchal Saran,87,1,1
959,572,Dhruv Manda,16,2,1
960,810,Chakradev Kibe,88,2,1
961,602,Charles Kaul,22,2,0
962,240,Isaiah Khatri,5,2,1
963,569,Radha Chawla,14,2,1
964,296,Turvi Kant,52,2,0
965,752,Michael Prakash,77,1,0
966,706,Peter Tiwari,61,1,1
967,749,Naveen Bali,14,1,1
968,344,Niharika Murty,7,1,1
969,820,Lipika Sekhon,11,1,1
970,223,Hemani Saini,83,1,0
971,101,Indrajit Balasubramanian,7,1,1
972,570,Liam Mutti,9,1,1
973,817,Bhavya Mall,75,1,1
974,296,Lekha Ramaswamy,89,1,1
975,806,Rohan Seshadri,75,2,1
976,353,Henry Karpe,84,2,1
977,274,Osha Bajwa,13,2,0
978,204,Chandran Dhar,8,2,1
979,775,Meera Saini,19,2,1
980,649,Raksha Sarin,28,1,0
981,988,Madhavi Agrawal,48,2,0
982,214,Eshana Chada,76,1,0
983,63,Girish Parmar,7,1,0
984,639,Rishi Sem,58,1,0
985,959,Anamika Parekh,57,2,0
986,808,Reyansh Narasimhan,77,2,1
987,748,Triya Raval,25,1,0
988,46,Liam Badal,46,1,0
989,251,Ekta Cheema,29,1,1
990,578,Ayush Soman,41,1,1
991,931,Yutika Krishnamurthy,73,2,0
992,521,Lakshit Reddy,42,1,1
993,685,Qadim Banik,45,2,0
994,932,Jackson Varughese,46,1,1
995,564,Devika Sunder,23,2,1
996,543,Michael Batra,74,2,1
997,208,Gayathri Samra,76,1,1
998,681,Tara Rege,30,1,0
999,335,Harinakshi Vala,88,1,1
1000,901,Fitan Bedi,63,2,1
1001,557,Chanakya Grover,46,2,1
1002,815,Laban Pillay,72,1,0
1003,420,Xalak Boase,32,1,0
1004,832,Ishaan Chopra,66,2,0
1005,548,Forum Kade,41,2,0
1006,100,Anjali Aggarwal,25,2,0
1007,555,Avi Pandey,25,2,1
1008,157,Sara Mangat,26,2,0
1009,898,Charita Majumdar,67,1,1
1010,915,Gopal Swamy,25,2,0
1011,678,Dayita Sunder,6,1,1
1012,921,Eiravati Sachar,73,2,0
1013,17,Omaja Mann,75,1,0
1014,671,Xalak Nagarajan,73,1,1
1015,641,Advay Solanki,16,1,1
1016,180,Abdul Gala,57,2,0
1017,32,Nandini Patla,77,1,0
1018,593,Lopa Dugar,74,2,0
1019,255,Darpan Rai,22,2,0
1020,592,Sara Krishnamurthy,81,1,1
1021,647,Deepa Gupta,19,1,1
1022,894,Saksham Nagy,46,1,0
1023,398,Garima Bedi,27,1,1
1024,571,Arya Das,74,2,0
1025,78,Gagan Desai,48,2,1
1026,365,Kiaan Bahl,56,1,1
1027,183,Tejas Keer,65,2,1
1028,299,Azaan Vaidya,31,2,1
1029,374,Ishwar Bala,8,2,0
1030,458,Baghyawati Maharaj,39,2,1
1031,151,Hemani Kurian,66,2,0
1032,2,Bimala Sathe,75,2,0
1033,965,Azad Ahluwalia,42,1,1
1034,501,Aradhana Bhardwaj,44,1,1
1035,408,Yug Barad,56,1,0
1036,240,Mugdha Kala,24,2,0
1037,494,Sai Dora,5,2,1
1038,710,Abhimanyu Mitter,84,2,0
1039,246,Isha Oommen,43,1,0
1040,242,Harshil Rajagopal,75,1,0
1041,876,Karan Chacko,65,2,1
1042,574,Alka Boase,37,1,1
1043,348,Tamanna Kothari,54,2,1
1044,754,Karan Nair,9,2,0
1045,654,Dalaja Gandhi,72,1,1
1046,34,Oeshi Guha,69,2,0
1047,306,Bahadurjit Atwal,68,1,1
1048,357,Gauri Nayak,23,1,0
1049,911,Siddharth Rau,60,2,1
1050,381,Rohan Ganesh,6,1,0
1051,797,Balvan Khalsa,72,1,0
1052,561,Hemani Setty,89,2,0
1053,487,Gaurang Johal,39,1,1
1054,971,Lakshmi Chowdhury,77,2,0
1055,479,Ridhi Dugar,19,2,1
1056,175,Yachana Grover,31,2,1
1057,969,Chatresh Chawla,29,1,0
1058,425,Pratyush Kashyap,65,2,0
1059,457,Bimala Ramaswamy,67,1,0
1060,981,Irya Nadig,10,1,0
1061,557,Michael More,56,1,0
1062,903,Liam Nath,60,2,0
1063,330,Anthony Dutta,50,1,1
1064,997,Pratyush Sankar,64,2,1
1065,869,Manbir Atwal,30,1,1
1066,752,Urmi Khurana,57,1,0
1067,57,Tanish Oommen,29,1,1
1068,840,Diya Jani,57,1,0
1069,277,Eta Devan,8,1,1
1070,581,Xalak Jha,26,1,0
1071,296,Tristan Shere,68,2,1
1072,430,Max Handa,70,2,1
1073,29,Vedika Khalsa,59,2,0
1074,382,Yashvi Bala,86,1,1
1075,695,Leela Mammen,28,2,0
1076,757,Radhika Sibal,74,1,1
1077,614,Abhiram Lall,69,1,1
1078,538,Advika Raval,33,1,0
1079,77,Anmol Sami,87,2,0
1080,45,Aashi Sankaran,6,2,1
1081,335,Advay Sandhu,52,1,1
1082,961,Kashvi Prakash,67,1,0
1083,244,Vasudha Chaudhry,78,1,0
1084,874,Jagrati Sha,73,1,0
1085,449,Oeshi Vasa,64,2,0
1086,364,Gaurangi Varkey,88,2,1
1087,91,Osha Khanna,78,2,1
1088,757,Ansh Minhas,24,1,0
1089,413,Raagini Trivedi,53,1,0
1090,289,Jonathan Bassi,69,1,0
1091,233,Jason Dhar,77,2,1
1092,985,Unnati Bhatnagar,45,2,0
1093,709,Widisha Taneja,46,2,1
1094,966,Chatura Ramesh,12,1,1
1095,364,Ryan Rao,54,1,0
1096,957,Upma Dyal,53,2,1
1097,16,Ethan Sarraf,79,2,0
1098,227,Warjas Kant,77,1,1
1099,682,Atharv Suresh,58,2,1
1100,151,Xavier Sundaram,10,2,1
1101,272,Shaurya Kurian,66,2,1
1102,26,Yahvi Srinivas,16,1,0
1103,594,Niharika Sood,57,1,1
1104,332,Ojasvi Wali,59,1,0
1105,592,Bina Chacko,13,2,0
1106,653,Pallavi Mitra,62,1,1
1107,91,Yasti Narayan,15,2,1
1108,31,Utkarsh Patel,77,1,1
1109,855,Ishani Mall,84,2,0
1110,736,Harita Apte,90,1,1
1111,572,Ubika Chopra,82,2,1
1112,525,Samuel Issac,62,2,0
1113,586,Aryan Dani,40,1,0
1114,549,Manthan Biswas,29,2,1
1115,815,Oscar Sundaram,25,1,0
1116,655,Chandresh Ramachandran,53,1,1
1117,393,Zashil Lala,17,2,0
1118,442,Jairaj Atwal,31,2,1
1119,990,Vansha D’Alia,85,2,1
1120,701,Ekanta Sama,89,2,1
1121,876,Ekansh Mani,31,1,1
1122,238,Gautam Dutt,59,2,1
1123,762,Girindra Sachdeva,68,1,1
1124,587,Upasna Sachar,37,2,1
1125,297,Jalsa Mannan,36,1,1
1126,323,Abdul Gandhi,30,2,0
1127,911,Advik Mishra,70,2,0
1128,289,Chavvi Sunder,60,1,1
1129,685,Gaurika Gopal,72,2,0
1130,907,Yutika Saraf,46,2,1
1131,565,Lucky Sarin,87,1,0
1132,455,Patrick Sani,60,1,0
1133,574,Siddharth Narayanan,76,2,0
1134,731,Chanakya Deol,17,1,1
1135,670,Lipika Viswanathan,65,1,1
1136,412,Nimrat Tak,17,1,0
1137,929,Ishaan Chaudhari,81,1,1
1138,175,Ladli Lad,15,2,0
1139,294,Yauvani Lala,86,2,0
1140,816,Aadi Din,49,1,1
1141,197,Chanakya Nayak,80,1,1
1142,992,Qadim Dey,19,2,0
1143,857,Krishna Bhakta,32,2,0
1144,76,Rehaan Halder,38,1,0
1145,367,Amrita Mody,13,1,0
1146,630,Gaurangi Kaul,56,2,1
1147,749,Alka Baral,30,1,1
1148,552,Logan Khatri,84,2,1
1149,45,Patrick Narang,51,1,0
1150,1,Rachita Mammen,36,2,0
1151,677,Ronith Lanka,17,2,1
1152,738,Ekaja Jani,17,2,0
1153,782,Orinder Hayer,24,2,0
1154,160,Dayita Sunder,21,2,0
1155,196,Ishwar Sawhney,75,2,0
1156,418,Sachi Rau,37,2,1
1157,253,David Venkatesh,43,2,1
1158,292,Omkaar Brar,60,2,0
1159,5,Harinakshi Sodhi,28,1,0
1160,38,Hritik Tandon,75,2,0
1161,95,Oni Naidu,27,2,0
1162,985,Vyanjana Pal,78,1,1
1163,499,Vasatika Dave,5,2,1
1164,496,Yatan Tandon,68,2,1
1165,190,Karan Kalita,72,2,1
1166,834,Onveer Sem,21,1,1
1167,792,Sneha Mani,51,2,0
1168,922,Urvi Sachar,5,2,1
1169,77,Jasmit Goda,51,2,0
1170,323,Mohammed Divan,31,1,0
1171,70,Qushi Din,6,2,1
1172,178,Rajeshri Wable,31,1,1
1173,285,Ladli Karpe,6,2,0
1174,473,Matthew Arora,62,1,0
1175,893,Yamini Nagy,58,2,0
1176,718,Andrew Ram,10,1,0
1177,958,Aadi Dalal,14,2,1
1178,172,Diya Johal,50,1,1
1179,565,Quincy Brahmbhatt,20,2,0
1180,363,Ikbal Sampath,84,1,0
1181,27,Qasim Magar,21,2,1
1182,930,Advika Chatterjee,13,1,0
1183,358,Gaurav Sheth,89,1,1
1184,988,Ekansh Kara,56,1,0
1185,890,Ekbal Nagar,22,1,1
1186,10,Nimrat Choudhury,36,1,0
1187,960,Jagat Chokshi,38,2,1
1188,531,Zaid Chopra,81,2,1
1189,105,Chaman Nair,35,2,0
1190,968,Sachi Sibal,68,1,1
1191,376,Krish Sundaram,90,2,0
1192,169,Mekhala Bhargava,9,2,0
1193,957,Darika Shanker,7,1,0
1194,747,Vaishnavi Magar,88,1,1
1195,94,Warinder Nayar,31,1,1
1196,744,Aadhya Rai,39,2,1
1197,721,Yatan Batra,63,1,0
1198,623,Oscar Mistry,84,2,1
1199,743,Hritik Grover,51,2,1
1200,353,Timothy Chatterjee,27,2,0
