VehicleID,CaseMasterID,VehicleType,VehicleNumber,Owner
560,86,Car,KA43CE9853,Anay Bhakta
561,129,Car,KA26BB2963,Tejas Khatri
562,401,Bike,KA25CD5337,Amara Rajagopalan
563,787,Truck,KA05DA2610,Qasim Iyengar
564,22,Bike,KA44AB5556,Henry Kamdar
565,357,Bike,KA38EB4954,Rohan Grover
566,662,Bus,KA50AC8293,Daniel Kanda
567,172,Auto,KA14EC5078,Qadim Mangal
568,84,Auto,KA45DB2876,Krisha Swamy
569,768,Car,KA58AC2007,Chanakya Mangat
570,289,Bus,KA48DD5275,Omisha Dugal
571,734,Bike,KA49BD4618,Anika Jha
572,891,Bus,KA03EE7709,Charvi Dhingra
573,110,Truck,KA52AB5743,Lajita Gokhale
574,552,Auto,KA35DA9800,Nisha Mutti
575,628,Bus,KA20CC2475,Bhavika Setty
576,546,Truck,KA31DC5492,Inaya Virk
577,393,Auto,KA08CE4320,Mohini Dua
578,395,Truck,KA03BB3589,Nihal Apte
579,267,Auto,KA49AB1548,Anmol Badal
580,547,Bus,KA40DB4465,Sanya Kapoor
581,214,Bus,KA05CB4176,Devika Kaur
582,272,Auto,KA41DE6355,Lakshit Maharaj
583,60,Bike,KA12BA8929,Advaith Dhar
584,295,Truck,KA01BA1620,Daksh Johal
585,941,Auto,KA60AA1844,Xavier Nori
586,791,Truck,KA51CA7052,Dhruv Devi
587,196,Auto,KA43BD4732,Chanakya Naik
588,373,Bike,KA14BB4135,Qushi Bala
589,268,Car,KA41BC9396,Hemal Sur
590,527,Car,KA39BA3351,Aradhana Choudhury
591,376,Bike,KA05AA1387,Eshana Mangat
592,767,Bus,KA04BD6690,Lila Kaur
593,672,Bus,KA08EE7468,Yashasvi Doshi
594,200,Auto,KA26AE5216,Kai Roy
595,474,Truck,KA55DA9625,Chakradev Bhandari
596,452,Car,KA42AC9071,Urvi Kari
597,5,Truck,KA45DD4207,Niharika Natt
598,111,Car,KA02CD8220,Aayush Dora
599,921,Bike,KA05BC4462,Veda Devi
600,795,Bus,KA12CE9558,Harrison Deol
601,338,Auto,KA22DC3741,Bishakha Kumer
602,28,Auto,KA02DD3604,Nakul Dora
603,600,Car,KA46CC7552,Abha Vohra
604,251,Truck,KA43EE8136,Pavani Sahni
605,710,Bus,KA02AC2746,Jasmit Karnik
606,675,Auto,KA37EC7070,Sara Sarin
607,449,Car,KA35DC1340,Watika Swamy
608,994,Car,KA52AA5331,Hitesh Bhasin
609,828,Auto,KA19BD6411,Ijaya Ratta
610,768,Car,KA58EB4748,Rajata Zachariah
611,635,Bus,KA40AD8254,Balvan Hora
612,260,Car,KA55BA5172,Neel Verma
613,322,Bike,KA21DD5498,Dipta Madan
614,866,Car,KA60DA4085,Zayan Bains
615,823,Bike,KA35AE4802,Arunima Panchal
616,509,Truck,KA52EC5149,Robert Lad
617,325,Car,KA15DA5570,Faras Parmar
618,214,Bike,KA59CB1371,Zashil Ramesh
619,719,Bike,KA04CD1630,Teerth Narang
620,547,Truck,KA37BB2824,Utkarsh Sane
621,553,Car,KA55DB2007,Anjali Sankar
622,160,Truck,KA27AD3314,Hardik Tailor
623,277,Bus,KA44BB5868,Jonathan Keer
624,158,Auto,KA19BB7122,Michael Prabhu
625,869,Auto,KA08BB3068,Balvan Aurora
626,763,Auto,KA30CE8973,Bhavani Ahluwalia
627,285,Bike,KA17ED1669,Daniel Amble
628,575,Car,KA42BA2789,Nilima Soni
629,224,Bus,KA17BE8561,Jhalak Rajan
630,173,Truck,KA54DB8899,Anmol Ravi
631,813,Car,KA10CD2413,Udant Oak
632,499,Car,KA32EB6675,Gavin Konda
633,237,Bus,KA33EC8374,Nidra Choudhry
634,523,Bus,KA36AA8585,Zehaan Nagi
635,870,Car,KA44DC5084,Warjas Saran
636,995,Truck,KA48CA9142,Meghana Arya
637,523,Auto,KA49DB7375,Omya Din
638,590,Auto,KA60BE7248,Yash Mallick
639,889,Truck,KA53CD3243,Kavya Soman
640,313,Auto,KA54EB2832,Faris Kothari
641,138,Car,KA57BD3338,Hiral Nagar
642,695,Bike,KA15DC2026,Lekha Raja
643,823,Car,KA05DC1941,Ganga Batra
644,658,Auto,KA46BA2404,Joshua Prasad
645,589,Auto,KA01AA4772,Rajata Hegde
646,829,Auto,KA40BA6608,Amruta Dhingra
647,430,Auto,KA59AA6432,Indira Goswami
648,990,Truck,KA40BA4253,Noah Rao
649,963,Bike,KA60AA2605,Eshana Dalal
650,442,Truck,KA21BD6885,Wazir Chowdhury
651,174,Car,KA02DA4071,Bachittar Bala
652,728,Auto,KA21CB1959,Samaksh Kumar
653,140,Car,KA14BB8583,Arjun Kari
654,270,Bike,KA59EA1263,Vanya Nath
655,610,Bus,KA39DA5330,Tejas Dewan
656,130,Bike,KA30AC8282,Vansha Banerjee
657,465,Car,KA33AA9625,Matthew Narayan
658,299,Auto,KA49CD7749,Jeet Kadakia
659,1,Bike,KA35DA6825,Dalaja Sachar
660,49,Bike,KA33EB4272,Ishani Shukla
661,876,Auto,KA35EC1412,Siya Sule
662,383,Bike,KA49EC5442,Udarsh Pathak
663,946,Bus,KA07EB4056,Hema Mannan
664,132,Bus,KA38DB5305,Leena Nayar
665,786,Bike,KA18AC8311,Deepa Wason
666,310,Truck,KA39DD1681,Tanish Chaudhuri
667,200,Bus,KA24BA9603,Ati Parekh
668,268,Auto,KA09DA8131,Balvan Iyer
669,696,Car,KA54CE2699,Lipika Chander
670,747,Auto,KA44DC8511,Nihal Din
671,716,Car,KA22CC2619,Chatura Yadav
672,383,Auto,KA32AE8728,Henry Batta
673,863,Bus,KA28DD3869,Manan Kala
674,959,Truck,KA51BC8234,Gunbir Batta
675,423,Car,KA32AE7308,Ishita Kadakia
676,475,Auto,KA15EA8561,Ekaraj Saha
677,313,Car,KA05BA9599,Ranbir Basak
678,64,Truck,KA41CE2596,Arin Mital
679,808,Auto,KA02BB2283,Krishna Chowdhury
680,330,Bus,KA04AA1933,Zaitra Bhalla
681,163,Bike,KA52CE4966,Eta Dass
682,465,Bus,KA17ED2210,Hardik Johal
683,85,Truck,KA51CE8381,Jack Ganesh
684,736,Auto,KA54CE6484,Rachana Sunder
685,874,Bus,KA18EB1246,Saumya Koshy
686,245,Auto,KA32CA8128,Michael Morar
687,847,Car,KA20AD4694,Sneha Cheema
688,772,Auto,KA02BB3165,Zaitra Bahl
689,498,Bus,KA54AD7981,Gaurang Ram
690,469,Truck,KA18CD9057,Siddharth Walia
691,429,Car,KA51BE9247,Upadhriti Dugar
692,643,Auto,KA36AD4101,Xalak Bora
693,687,Auto,KA29CD3142,Yahvi Master
694,224,Bus,KA09BB7661,Gunbir Goda
695,278,Bike,KA29BD1495,Madhavi Bhagat
696,703,Car,KA22AB6255,Mohammed Dhar
697,225,Auto,KA30EC6420,Jasmit Devi
698,537,Bus,KA06BC5221,Netra Behl
699,29,Auto,KA29CD4553,Shaurya Padmanabhan
700,377,Bike,KA12CC8609,Agastya Agrawal
701,280,Bus,KA27BB6933,Abha Basak
702,550,Truck,KA21BB5578,Mitesh Edwin
703,923,Bike,KA21DC9575,Brijesh Boase
704,212,Car,KA13AD8966,Rayaan Dar
705,835,Auto,KA22EA4792,Adweta Swamy
706,995,Car,KA19BB5777,Veer Malhotra
707,866,Bike,KA06DB7335,Kritika Raman
708,514,Bus,KA04CB2325,Gaurika Pai
709,163,Truck,KA24BC6442,Udyati Buch
710,268,Bus,KA57CA8798,Anusha Chaudhari
711,71,Bike,KA44EB5368,Niharika Pingle
712,442,Bike,KA56CA1420,Raksha Kaur
713,958,Bus,KA29ED5942,Ekta Patla
714,780,Truck,KA35AD3963,Jalsa Gokhale
715,620,Bus,KA20DB1625,Aachal Dalal
716,426,Car,KA32EB2689,Aarav Buch
717,76,Car,KA18CD5027,Robert Purohit
718,84,Car,KA36EC9940,Zayan Dugal
719,196,Truck,KA54CA6957,Yauvani Thakkar
720,187,Truck,KA48EB4048,Aishani Tella
721,969,Auto,KA42AE5755,Vyanjana Sarin
722,806,Bus,KA12ED4053,Ekansh Shah
723,811,Car,KA48DC8970,Ayushman Magar
724,711,Bus,KA07CC4033,Aachal Lala
725,177,Truck,KA50BB3859,Vedika Kant
726,559,Auto,KA28EE8843,Vrinda Grover
727,267,Bus,KA44EE1041,Zaid Pai
728,33,Bike,KA12EA9973,Elijah Shetty
729,203,Car,KA30DB2525,Gunbir Divan
730,987,Car,KA56BA3072,Krish Dora
731,850,Car,KA57BD3694,Lila Hans
732,731,Bike,KA14BE1785,Darsh Keer
733,757,Truck,KA36BD3341,Maanav Swamy
734,499,Bus,KA46AE5636,Arin Dixit
735,574,Truck,KA01CD3600,Nidhi Gara
736,927,Car,KA55AA7722,Liam Lad
737,730,Bike,KA27EE1287,Qarin Varma
738,564,Auto,KA19BE6160,Anita Vala
739,584,Truck,KA52EC7826,Ekavir Gulati
740,131,Truck,KA44AC9824,Ladli Kala
741,270,Truck,KA18AC5447,Wazir Bali
742,214,Auto,KA12ED9224,Imaran Kala
743,6,Car,KA58BE3730,Dhruv Dugal
744,494,Bike,KA44CA5557,Chanakya Das
745,625,Car,KA40AC9174,Chasmum Sachar
746,127,Bike,KA15DA8428,Pushti Manne
747,861,Truck,KA20DC2673,Upasna Tata
748,962,Truck,KA07CD9111,Aadi Munshi
749,668,Bike,KA41CE6771,Gagan Dhillon
750,524,Bike,KA51CB3563,Dipta Rout
751,572,Bike,KA55CB8159,Lipika Sheth
752,54,Bike,KA53CB8372,Chandresh Gade
753,437,Auto,KA26DD2001,Daksh Behl
754,751,Auto,KA16BA4655,Vincent Vasa
755,818,Bus,KA05ED7160,Pratyush Devi
756,130,Bus,KA22DA9529,Theodore Pal
757,593,Car,KA47AB7519,Simon Varma
758,469,Car,KA02DA5266,Omaja Parekh
759,51,Truck,KA50BB5126,Neha Kar
760,681,Car,KA07BE8586,Rohan Babu
761,970,Auto,KA05CA2493,Farhan Issac
762,596,Truck,KA25AC7519,Charles Dutta
763,454,Bike,KA01CE6046,Chakradev Vora
764,531,Bus,KA48AC3385,Bhanumati Ray
765,428,Bus,KA45BA3716,Chakradev Bakshi
766,518,Bike,KA21BE8923,Ishita Ben
767,113,Truck,KA23AE2884,Bachittar Pingle
768,272,Bus,KA44AB6350,Ishaan Tara
769,751,Bus,KA14EC3284,Logan Kalita
770,613,Bike,KA16DD7891,Aadhya Jani
771,373,Car,KA23BD3634,Azad Grewal
772,155,Car,KA14DE9901,Ira Handa
773,315,Car,KA17BB8338,Sanya Prabhakar
774,665,Truck,KA43EC3096,Jhalak Pant
775,967,Car,KA27EC6241,Krisha Kara
776,878,Car,KA33BC5786,Arin Gola
777,410,Bus,KA26AB8725,Vincent Patil
778,613,Bike,KA50ED6635,Janani Batra
779,173,Auto,KA19EA8349,Ishani Lata
780,585,Bus,KA05BD6394,Anusha Babu
781,545,Bike,KA44DB8936,Timothy Dani
782,622,Car,KA36AD9585,Riya Balan
783,429,Bus,KA57CE7486,Lila Talwar
784,455,Truck,KA49AD9900,Wyatt Srinivas
785,251,Car,KA56AD7475,Omya Desai
786,818,Truck,KA11CD7270,Gaurang Sampath
787,215,Truck,KA59AD3686,Madhavi Kota
788,465,Truck,KA01EC9456,Udant Banik
789,860,Auto,KA21CC4761,Zarna Goel
790,403,Bus,KA31BB6121,Sudiksha Ghosh
791,240,Auto,KA57DE2138,Megha Kapur
792,890,Truck,KA06ED6829,Darpan Wali
793,466,Bus,KA15ED6494,Akshay Dey
794,302,Bus,KA26EC3334,Harshil Wagle
795,647,Bus,KA53CC7814,Neha Reddy
796,397,Car,KA40BB4151,Bachittar Soni
797,326,Auto,KA16DB5293,Yahvi Sehgal
798,720,Bike,KA40EC3274,Adweta Bail
799,624,Truck,KA54AD9730,Tamanna Narang
800,256,Auto,KA55BA4878,Baghyawati Sankar
