ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
604,623,Anamika Wagle,64,2,5,5,2
605,44,Brinda Mody,51,3,4,2,2
606,737,Hemang Bansal,64,7,1,2,2
607,239,Orinder Mistry,55,8,4,5,1
608,867,Rushil Maharaj,55,5,5,1,1
609,757,Ekiya Pingle,42,8,5,2,1
610,215,Reyansh Sastry,21,1,3,5,1
611,300,Orinder Ramakrishnan,21,7,6,1,1
612,585,Samuel Kamdar,26,2,6,4,1
613,2,Ranbir Jani,29,3,4,1,1
614,626,Tejas Sami,34,4,3,5,2
615,407,Shaurya Sekhon,34,2,5,3,1
616,146,Pavani Deo,75,2,2,1,2
617,103,Chandresh Dara,69,5,6,3,1
618,233,Meera Chacko,69,8,2,4,1
619,97,Vasatika Banerjee,29,7,2,5,1
620,497,Jasmit Murty,54,4,4,3,1
621,862,Samaksh Munshi,56,7,5,3,2
622,819,Sachi Sankaran,76,4,5,5,1
623,6,Isaiah Babu,51,8,5,1,2
624,98,Tanveer Sur,68,3,5,3,1
625,214,Imaran Dada,39,1,4,1,2
626,972,Laksh Dua,64,3,1,3,2
627,470,Deepa Soni,40,8,2,3,1
628,639,Lekha Aurora,62,7,3,2,2
629,956,Nimrat Wagle,23,6,6,5,2
630,191,Krishna Goel,46,8,2,2,1
631,563,Mohammed Zachariah,18,5,3,5,2
632,13,Radha Prashad,52,6,7,4,1
633,689,Bhanumati Nagi,59,5,3,2,1
634,58,Garima Rattan,79,2,3,3,1
635,323,Priya Nadig,53,5,1,4,1
636,833,David Dara,33,3,4,1,1
637,96,Wyatt Ganesh,62,6,6,5,2
638,44,Samaksh Halder,65,3,3,4,1
639,465,Damini Rau,45,7,7,5,1
640,336,Aahana Din,32,5,6,5,1
641,275,Jatin Chaudhry,28,8,3,4,2
642,372,Wahab Muni,49,4,1,5,2
643,604,Kai Mangat,44,7,5,3,1
644,665,Jack Malhotra,78,6,5,3,2
645,71,Aradhana Joshi,65,5,5,1,1
646,54,Chanchal Varma,47,6,7,5,2
647,886,Umang Sanghvi,38,8,5,3,1
648,722,Kashvi Dara,79,4,4,2,1
649,932,Ishwar Vasa,71,2,1,2,2
650,485,Rachit Khalsa,29,7,6,4,2
651,845,Neelima Aurora,76,8,1,1,2
652,345,Wyatt Sinha,55,1,5,2,2
653,799,Tara Karpe,63,8,3,3,2
654,21,Kiaan Walla,18,5,3,1,1
655,537,Gunbir Bawa,27,1,3,4,2
656,863,Yauvani Master,63,3,5,3,2
657,331,Darsh Sha,79,2,5,1,1
658,96,Keya Pillay,61,2,3,5,2
659,92,Vasatika Behl,25,5,6,5,2
660,230,Ojasvi Sekhon,42,8,2,2,2
661,714,Keya Prabhakar,29,3,5,4,2
662,687,Janaki Dua,44,8,2,2,1
663,403,Advik Radhakrishnan,19,1,1,1,1
664,17,Pavani Merchant,33,2,5,1,2
665,68,Ria Dalal,18,8,6,2,2
666,11,Nisha Hegde,37,5,4,2,2
667,26,Wahab Padmanabhan,53,7,2,4,2
668,942,Jeremiah Kalita,56,3,6,4,2
669,793,Raagini Handa,63,4,1,1,1
670,37,Tamanna Mishra,62,1,3,4,2
671,458,Pranit Bhalla,27,7,5,4,1
672,945,Matthew Saha,46,5,3,2,1
673,433,Hritik Sridhar,78,3,2,4,2
674,535,Qarin Radhakrishnan,24,6,4,1,2
675,147,Abdul Lalla,23,7,1,2,1
676,453,Rajata Gandhi,45,6,3,3,1
677,572,Teerth Bhavsar,70,6,4,4,2
678,737,Ojas Walia,21,2,4,5,2
679,929,Ubika Nayar,55,4,6,1,2
680,265,Forum Mitra,56,6,7,4,2
681,559,Vincent Bose,31,7,4,2,1
682,406,Bimala Rout,78,8,1,2,2
683,211,Tanmayi Sehgal,41,6,4,3,2
684,599,Meera Bora,72,4,7,5,1
685,867,Vinaya Som,26,7,2,2,1
686,643,Lohit Kashyap,31,1,2,5,2
687,20,Jasmit Ganguly,28,8,6,1,2
688,151,Unni Parekh,38,6,3,3,1
689,723,Darpan Agate,69,4,4,2,2
690,378,Yutika Master,30,4,3,4,2
691,353,Sarthak Varghese,26,6,1,1,1
692,951,Idika Bail,45,5,6,1,1
693,987,Chatura Venkataraman,34,1,1,1,2
694,6,Zaitra Dube,77,8,7,3,1
695,790,Indali Goswami,56,8,4,3,2
696,951,Ethan Parekh,65,2,6,4,2
697,465,Hemangini Kibe,21,6,1,2,1
698,953,Gaurangi Mohanty,24,8,4,3,2
699,695,Chavvi Barad,56,7,4,1,2
700,839,Balendra Chaudhari,59,5,6,4,1
701,359,Jagat Chawla,49,5,7,1,2
702,796,Jasmit Sachar,79,1,4,2,1
703,802,Ucchal Gandhi,80,2,1,4,2
704,266,Avi Minhas,79,4,1,2,2
705,689,Aadhya Sachdev,72,2,2,4,1
706,299,Utkarsh Pai,39,8,4,3,1
707,498,Kashish Borah,34,1,1,5,1
708,181,Ekantika Contractor,27,5,3,5,2
709,172,Yatin Nayar,77,4,2,1,2
710,671,Yutika Tella,70,4,1,5,2
711,752,Wriddhish Lal,69,8,5,2,2
712,953,Vivaan Raja,56,3,4,4,2
713,887,Hamsini Kunda,75,2,4,1,1
714,433,Harsh Lala,22,3,3,4,2
715,784,Tanmayi Dalal,59,5,7,5,2
716,847,Ishanvi Srivastava,78,7,1,2,1
717,944,Gopal Sarkar,50,1,5,2,1
718,510,Charan Mahajan,42,6,6,1,1
719,397,Bishakha Kulkarni,46,7,6,3,2
720,418,Kai Agrawal,43,4,5,5,2
721,271,Janya Wadhwa,33,2,2,5,1
722,904,Falan Parmer,80,3,1,5,1
723,516,Janya Kanda,22,4,1,4,2
724,647,Sneha Ratti,68,2,5,3,1
725,670,Sneha Reddy,65,4,7,1,2
726,848,Nandini Kapoor,25,5,1,5,2
727,721,Thomas Jaggi,67,5,3,3,2
728,411,Tamanna Lall,44,1,2,5,2
729,424,Mitali Pai,21,5,6,1,1
730,833,Vinaya Kibe,70,8,1,4,2
731,717,Neha Chakraborty,33,3,5,5,2
732,823,Wishi Sodhi,21,6,3,3,2
733,986,Lipika Kamdar,45,6,2,4,1
734,871,Frederick Handa,37,6,7,5,2
735,27,Robert Bhat,60,4,4,5,2
736,392,Urvashi Agrawal,76,2,5,2,1
737,561,Ekaja Bobal,31,1,6,1,2
738,407,Ishwar Kapur,67,2,1,2,2
739,200,Yauvani Lalla,66,3,1,2,1
740,799,Dayamai Chawla,69,3,5,2,1
741,115,Pratyush Palan,20,4,2,2,1
742,325,Dhriti Ganesan,73,4,4,2,1
743,289,Ucchal Bandi,62,8,5,3,2
744,73,Joshua Basak,60,1,2,5,1
745,342,Yuvraj Kohli,43,8,6,1,1
746,971,Vrishti Badal,54,2,3,3,2
747,873,Arjun Bhakta,61,5,6,2,1
748,293,Chanchal Baria,36,5,6,3,2
749,216,Bhanumati Rajagopalan,41,4,4,1,2
750,914,Tripti Sekhon,44,4,5,4,1
751,801,Vamakshi Upadhyay,28,2,5,5,1
752,237,Upasna Contractor,47,2,2,5,1
753,881,Rajata Mangat,42,3,4,1,2
754,774,Dayita Narain,31,7,4,3,1
755,124,Rachita Natt,26,4,1,1,2
756,627,Warda Pingle,54,1,5,3,1
757,616,Megha Malhotra,67,3,3,4,2
758,33,Jagrati Som,77,6,7,4,1
759,325,Kamala Pandit,67,6,5,3,1
760,313,Fariq Tak,25,2,7,5,1
761,691,Maanav Nagy,20,6,4,2,1
762,898,Chandran Basak,58,6,5,3,2
763,888,Idika Nayar,19,4,5,1,2
764,295,Sai Hayer,70,3,1,4,1
765,472,Krishna Nadkarni,40,1,7,5,1
766,782,Baljiwan Kala,27,6,6,4,1
767,123,Vansha Gupta,80,4,1,5,1
768,481,Banjeet Bajwa,25,4,7,3,1
769,665,Turvi Srinivasan,29,3,4,5,2
770,186,Yashvi Sen,74,5,3,5,1
771,248,Hema Shankar,73,8,2,2,2
772,173,Alka Morar,27,1,7,2,1
773,341,Lucky Ben,28,8,5,5,1
774,79,Falak Lata,43,7,7,2,2
775,320,Dalbir Oak,49,6,2,2,1
776,65,Naveen Joshi,24,8,6,5,2
777,162,Darsh Palla,31,2,6,2,1
778,241,Champak Dewan,71,2,4,5,1
779,280,Raagini Butala,39,2,6,2,2
780,6,Advik Ram,52,6,4,4,2
781,772,Ranbir Mitter,21,2,1,1,1
782,646,Nachiket Shan,61,4,4,4,1
783,658,Samesh Rama,58,5,4,3,1
784,142,Raksha Kumar,22,7,4,2,1
785,391,Vihaan Sarraf,74,4,5,5,2
786,296,David Bath,47,4,4,5,1
787,381,Frederick Mukherjee,73,8,3,3,1
788,372,Rushil Parsa,21,4,4,1,2
789,696,Nilima Jhaveri,67,8,7,3,2
790,255,Lekha Sahni,21,7,2,1,1
791,446,Turvi Subramanian,45,6,7,1,2
792,508,Aayush Savant,74,5,1,3,2
793,891,Idika Karan,27,3,4,4,2
794,796,Azad Dar,46,5,1,1,1
795,304,Omisha Kohli,22,6,6,3,2
796,318,Zaitra Mand,80,6,4,2,1
797,622,Raksha Balay,67,8,7,3,2
798,747,Falguni Tripathi,53,7,7,4,2
799,564,Chakradev Chaudry,34,1,2,1,1
800,266,Sai Date,53,6,7,5,1
801,146,Nisha Chakrabarti,41,7,7,1,1
802,488,Laban Venkatesh,22,8,5,3,2
803,269,Oviya Samra,43,8,1,3,1
804,277,Indali Nayak,30,5,4,5,2
805,939,Girik Bajwa,32,8,7,5,2
806,270,Naveen Dhillon,59,2,5,2,1
807,295,Raghav Koshy,52,8,7,3,2
808,663,Ubika Yohannan,30,1,2,5,2
809,987,Mitesh Vala,44,4,3,1,2
810,256,Charita Morar,65,6,2,4,1
811,804,Dhruv Bava,56,4,2,2,1
812,781,Udant Manda,38,7,3,3,2
813,835,Sarthak Bera,59,3,3,3,2
814,77,Ati Naik,69,8,5,4,1
815,719,Panini Madan,33,1,6,5,2
816,317,Parth Yadav,39,4,1,3,2
817,549,Diya Seshadri,48,5,1,5,2
818,498,Eiravati Oak,79,2,6,5,1
819,309,Diya Kurian,71,5,3,5,1
820,426,Vedhika Srinivasan,22,7,7,3,1
821,599,Wyatt Zachariah,73,3,5,5,1
822,569,Kashvi Kalita,73,8,6,5,2
823,454,Ranbir Warrior,59,6,2,1,2
824,944,Upkaar Prabhakar,38,5,3,4,2
825,881,Jai Bajwa,41,4,6,1,1
826,343,Girik Uppal,56,3,4,5,2
827,386,Rachit Sheth,76,4,1,4,1
828,683,Megha Krishnamurthy,31,4,5,1,1
829,481,Vinaya Banik,63,1,2,3,1
830,187,Chandresh Patla,23,6,4,2,2
831,178,Gagan Prabhakar,32,4,1,5,1
832,144,Rehaan Nagarajan,54,3,2,3,2
833,200,Janani Shah,62,7,6,4,2
834,786,Triveni Wable,33,8,3,5,1
835,992,Maanas Kanda,71,4,5,4,2
836,463,Azad Lad,40,8,4,1,2
837,450,Pranav Bhagat,29,8,6,3,1
838,632,Indira Krish,71,1,2,3,2
839,100,Parth Mammen,46,6,5,4,1
840,614,Chandresh Gandhi,33,1,3,4,2
841,409,Harshil Bera,76,8,1,5,2
842,134,Zayyan Pathak,70,5,2,5,2
843,900,Wazir Bhagat,62,8,6,2,2
844,428,Bhavani Mukherjee,55,3,7,4,2
845,128,Ishanvi Varkey,54,8,2,4,2
846,287,Kevin Pau,78,3,2,5,2
847,92,Dhriti Goel,50,3,5,2,2
848,594,Pranit Mand,29,2,3,5,1
849,638,Vivaan Ganguly,23,4,2,4,1
850,991,Champak Pant,71,8,1,3,2
851,23,Nihal Bose,23,1,5,5,1
852,872,Bakhshi Tella,20,5,5,3,1
853,199,Frederick Rao,45,8,4,3,1
854,581,Advaith Doshi,39,2,5,5,1
855,217,Pratyush Sha,22,7,7,5,1
856,749,Harinakshi Sachar,66,1,5,1,2
857,177,Oliver Bora,65,1,6,3,2
858,755,Chakradhar Lalla,50,8,1,5,2
859,486,Oeshi Sankar,28,7,2,3,1
860,728,Anika Char,61,7,2,1,2
861,611,Zehaan Nazareth,24,6,4,2,2
862,201,Zansi Doshi,64,3,5,2,2
863,698,Xavier Gandhi,33,5,4,1,1
864,142,Ekapad Panchal,32,6,5,2,2
865,15,Vinaya Sha,75,6,5,2,1
866,989,Rudra Johal,60,6,1,4,2
867,198,Ati Varty,18,6,3,4,1
868,947,Eesha Sheth,34,1,3,2,2
869,366,Indali Rau,61,4,6,3,2
870,143,Ekalinga Sahota,29,3,7,4,2
871,819,Netra D’Alia,75,5,5,4,2
872,924,Theodore Koshy,19,4,4,3,1
873,154,Lakshit Kale,22,3,7,3,2
874,262,Amruta Pau,68,8,3,1,2
875,637,Rachana Cheema,74,1,2,2,1
876,502,Charan Bakshi,75,4,2,2,1
877,441,Gabriel Chand,80,8,6,1,1
878,90,Chaaya Devan,42,7,2,1,2
879,635,Gagan Bassi,40,4,5,2,1
880,843,Gaurang Buch,34,5,7,3,1
881,196,Diya Sachdeva,69,2,7,5,1
882,80,Shravya Mann,80,8,5,1,2
883,940,Dakshesh Sachdev,25,6,1,2,1
884,471,Warda Ray,51,5,4,1,1
885,925,Yasti Bail,62,6,7,1,1
886,917,Ladli Gulati,29,7,3,4,2
887,973,Varsha Nagy,39,5,5,4,1
888,767,Dipta Soman,35,6,7,4,2
889,904,Inaya Datta,68,6,1,1,1
890,342,Advay Din,40,6,2,5,2
891,997,Fitan Pandit,43,1,5,5,1
892,9,Lakshmi Parekh,18,2,4,4,1
893,753,Bahadurjit Mani,23,7,1,4,1
894,373,Viraj Narayan,79,2,2,4,2
895,157,Qarin Verma,20,6,1,2,1
896,436,Kiaan Bajwa,62,5,1,4,2
897,135,Baljiwan Modi,52,2,6,1,1
898,874,Yashodhara Yogi,59,5,4,3,2
899,492,William Rama,36,1,2,2,2
900,837,Aahana Kohli,65,5,3,3,1
901,380,Harshil Nigam,34,5,5,5,1
902,960,Ganga Mishra,39,4,4,2,2
903,227,Vaishnavi Bhagat,39,1,4,3,2
904,200,Sara Rajagopal,72,6,5,4,1
905,570,Advay Jayaraman,26,6,1,1,1
906,850,Hitesh Shenoy,24,3,2,4,1
907,861,Reyansh Dube,52,5,5,1,1
908,371,Urmi Vyas,18,4,3,4,1
909,579,Falguni Golla,39,6,7,4,2
910,232,Yashawini Badal,64,1,2,2,1
911,778,Balhaar Vasa,50,3,7,5,1
912,551,Jalsa Bora,31,8,3,1,1
913,808,Jatin Bakshi,22,7,2,2,2
914,646,Bimala Gupta,39,1,5,2,2
915,48,Sarthak Mital,69,8,1,3,1
916,114,Pahal Dhillon,76,5,2,1,1
917,373,Mason Lad,58,7,1,5,1
918,185,Dhruv Chakrabarti,61,4,3,2,2
919,472,Charles Lal,50,3,3,4,2
920,450,Balveer Cheema,22,7,6,5,2
921,586,Elijah Dua,51,7,7,4,1
922,576,Jagvi Hari,54,7,1,3,2
923,232,Yachana Chawla,32,5,4,5,2
924,101,Luke Shah,48,3,5,4,2
925,619,Aadi Patla,65,3,7,3,1
926,226,Oscar Hegde,45,1,3,5,2
927,258,Finn Devi,46,2,4,4,1
928,403,Orinder Sama,70,1,2,5,1
929,255,Anya Dugar,29,7,3,1,1
930,557,Veer Majumdar,71,1,2,4,2
931,61,Gagan Goyal,73,3,3,3,1
932,893,Harish Chada,71,6,1,2,1
933,388,Nachiket Sura,76,6,6,2,1
934,689,Lavanya Bala,37,8,1,4,2
935,70,Warinder Ahluwalia,72,7,5,1,2
936,87,Rehaan Purohit,69,3,5,2,2
937,204,Onkar Goyal,42,2,1,5,2
938,911,Abdul Shukla,48,3,6,5,2
939,803,Bahadurjit Bhattacharyya,65,3,3,3,1
940,840,Kritika Subramaniam,34,4,6,4,1
941,247,Indrajit Dhar,30,5,2,5,2
942,91,Timothy Hayer,62,3,5,1,1
943,851,Faris Sachar,29,3,1,1,1
944,347,Benjamin Kota,32,8,7,1,2
945,313,Oeshi Nagarajan,72,6,7,4,1
946,140,Lila Dani,72,2,2,4,1
947,85,Yauvani Ratta,50,3,6,4,1
948,417,Fiyaz Oza,29,7,2,3,1
949,147,Girindra Talwar,35,1,1,4,2
950,64,Pahal Varghese,21,1,5,3,1
951,716,Baghyawati Pai,75,4,5,5,2
952,668,Theodore Handa,55,7,1,5,2
953,180,Anika Gera,77,8,2,3,1
954,999,Eshana Barad,25,4,6,2,1
955,148,Janaki Zacharia,37,2,7,3,2
956,822,Udarsh Ganguly,35,4,7,4,1
957,45,Jeevika Wadhwa,39,7,5,1,1
958,374,Wyatt Mital,44,4,5,2,1
959,327,Chakradhar Aggarwal,20,2,2,5,2
960,838,Samaksh Choudhry,76,3,6,4,2
961,482,Kevin Master,40,7,1,3,2
962,731,Prisha Raval,48,4,2,4,1
963,462,Turvi Mohan,47,1,4,1,1
964,993,Ronith Sanghvi,30,2,4,1,2
965,456,Avi Bains,73,2,4,3,2
966,131,Orinder Balakrishnan,53,3,3,5,2
967,10,Advik Srivastava,29,1,3,2,2
968,362,Aditya Chaudhary,76,5,5,5,1
969,658,Balvan Agarwal,20,2,7,2,1
970,286,Tanvi Chatterjee,58,4,7,5,1
971,491,Lucky Chander,52,4,1,1,2
972,122,Vasatika Khalsa,66,4,4,5,1
973,857,Jagvi Shere,43,2,4,1,1
974,463,Abeer Wadhwa,24,1,6,2,2
975,389,Rohan Dugar,36,4,4,1,2
976,59,Gaurangi Rastogi,26,4,6,2,2
977,29,Isha Kota,45,5,2,4,2
978,744,Urvi Bahri,46,8,7,4,2
979,401,Jyoti Rege,72,6,3,2,1
980,705,Ganga Nadig,34,8,4,2,2
981,927,Yahvi Mann,51,5,1,2,1
982,330,Oviya Kumar,47,1,6,3,1
983,928,Aditya Kothari,62,5,1,3,2
984,120,Aashi Bhatia,18,8,7,4,1
985,558,Kiaan Shah,53,1,6,1,2
986,99,Aarna Gala,75,8,3,1,1
987,40,Yug Koshy,55,6,3,5,1
988,749,Vivaan Mukherjee,51,2,7,2,1
989,883,Darpan Chandran,63,4,6,5,1
990,88,Deepa Sheth,46,7,5,2,1
991,228,Chanakya Tak,34,8,4,5,2
992,367,Gautami Koshy,53,4,1,4,2
993,965,Mohini Magar,51,7,2,5,2
994,363,Parth Dewan,68,4,2,1,2
995,96,Anmol Pandey,31,5,3,1,2
996,223,Alexander Cheema,73,8,5,1,2
997,826,Rajeshri Natt,26,6,6,1,2
998,30,Chasmum Dalal,28,5,3,2,2
999,857,Daksh Varghese,25,7,6,1,2
1000,139,Omaja Padmanabhan,25,3,6,1,2
