WitnessID,CaseMasterID,WitnessName,Phone
762,780,Aadhya Chanda,6489452014
763,104,Fiyaz Tandon,3861351054
764,286,Jai Zachariah,3443417403
765,860,Patrick Datta,09442366608
766,674,Neel Dada,05344521694
767,275,Urishilla Bajaj,3564853026
768,371,Tristan Kapur,+913756324327
769,461,Mohammed Saha,1584185542
770,999,Zaitra Sha,+914976883333
771,458,Tarak Ranganathan,+910454581231
772,906,Inaya Cherian,+912102222635
773,416,Chavvi Natarajan,+911577334707
774,397,Anvi Thakkar,7210385036
775,486,Robert Sagar,+912729350496
776,135,Rayaan Mane,8221252566
777,623,Faras Apte,+910195550057
778,352,Rudra Sarkar,03015237589
779,502,Zinal Venkatesh,02833095568
780,954,Quincy Kara,1027778328
781,923,Gagan Minhas,3678056307
782,664,Utkarsh Saxena,1050248526
783,568,Bhavya Choudhry,+911681637911
784,635,Yasti Malhotra,7626181479
785,133,Rudra Rastogi,5298976492
786,630,Samuel Sastry,3352325359
787,227,Robert Bhat,06839639460
788,553,Rudra Deol,6178521703
789,699,Yashawini Sharma,09691734607
790,8,Unnati Sethi,05429550079
791,289,Rushil Nath,+915195059142
792,723,Wahab Pai,00202826767
793,485,Hemani Oza,4788847787
794,373,Mitali Kumar,6340773983
795,824,Harrison Kalita,2166275061
796,861,Krishna Mandal,+913011989114
797,392,Yug Badami,+914107156106
798,850,Chaitaly Venkataraman,+913603726872
799,917,Mohini Master,+917047613339
800,905,Prisha Pant,+910552963451
801,230,Warinder Pai,02266332770
802,710,Nidra Sunder,+911934388291
803,102,Lucky Lala,5722496970
804,744,Suhani Chhabra,5338144860
805,200,Aachal Patla,00457782540
806,659,Faras Rau,04115947102
807,428,Zehaan Barad,00372814519
808,196,Aayush Bhakta,6403906734
809,365,Aahana Bath,08871274091
810,952,Omkaar Reddy,03302090399
811,306,Ishani Bansal,+916409957236
812,214,Luke Chhabra,8874127151
813,8,Karan Sahota,7677249111
814,649,Yashodhara Choudhury,6340785914
815,820,Shivani Parekh,+919708030520
816,812,Panini Vig,1098101395
817,514,Mitesh Parmer,8347705155
818,182,Leena Pai,+915815155003
819,515,Zehaan Patla,04347856834
820,214,Gaurangi Acharya,02291238790
821,269,Simon Rana,7851828448
822,573,Ayaan Hari,5437505252
823,704,Adya Bumb,+916228577723
824,740,Ranbir Narain,04248435858
825,904,Aarush Yogi,07215672393
826,587,Yochana Pillay,06856748564
827,927,Vivaan Ramesh,08132254963
828,124,Ojasvi Khanna,+911631973444
829,692,Turvi Dube,01282747997
830,104,Chandani Bhatnagar,01972583854
831,284,Eta Dhawan,+918657040439
832,207,Aarini Kar,05457222887
833,6,Alexander Mand,08615401862
834,375,Nimrat Kalla,+912746966501
835,864,Sudiksha Mohan,03950273864
836,67,Radha Nanda,5102136957
837,748,Daniel Wadhwa,+919393353115
838,633,Yoshita Gola,09379607508
839,612,Jyoti Anand,01295581561
840,596,Bhavna Memon,1638862933
841,703,Garima Sandhu,3590698410
842,25,Daksh Soman,05208712175
843,334,Omkaar Sibal,04779038632
844,601,Amol Sidhu,+917582776180
845,821,Hardik Batta,3281799927
846,47,Warda Shah,+911392865808
847,946,Vaishnavi Prabhakar,+918640212229
848,232,Ubika Seshadri,9719370373
849,935,Harrison Jhaveri,04847045340
850,949,Zansi Tank,07579207622
851,266,Unni Atwal,06532474400
852,587,Barkha Bandi,1038888776
853,938,Neel Yohannan,02837007142
854,289,Yashasvi Mody,6225890143
855,467,Yatan Contractor,+915870519546
856,497,Kai Kakar,04329634023
857,653,Yash Lalla,+916145079097
858,633,Tanmayi Buch,7697680636
859,531,Omkaar Parmar,2075458423
860,978,Darsh Sahni,9543863627
861,701,Yashodhara Suri,1400260392
862,70,Vincent Mani,+910260560229
863,696,Devansh Thakur,+917153053478
864,226,Jason Wali,00963989805
865,912,Aachal Chokshi,6989777811
866,736,Veda Bedi,+912410304232
867,379,Raagini Hegde,6010275568
868,149,Ekaja Barad,+910862833710
869,433,Bhavna Bera,8858840855
870,227,Nachiket Raj,+913245018518
871,227,Wakeeta Kar,8204716535
872,489,Gaurang Chahal,06475223818
873,281,Sara Goswami,04990507938
874,907,Ekavir Arya,8837927421
875,239,Nisha Batra,08791453800
876,667,Manya Rajagopalan,00116412536
877,726,Shivani Pingle,+913639019715
878,423,Devika Shere,+912720200051
879,350,Tripti Pingle,+916987386387
880,488,Pushti Chatterjee,4876958862
881,812,Falak Wable,+912844466286
882,165,Samarth Mittal,+911275856610
883,829,Anjali Bhasin,+913273371279
884,526,Turvi Borde,1691935789
885,448,Chaaya Dutta,1459072783
886,654,Anmol Sane,+911467460690
887,146,Aryan Hayre,+918323525101
888,756,Warinder Deshpande,+918119784039
889,130,Harshil Sachdev,09063934311
890,250,Tamanna Pingle,06341104694
891,390,Harish Konda,8793811046
892,562,Aahana Koshy,+914210085721
893,91,Tripti Lalla,+911621286996
894,705,Anirudh Hegde,09086513411
895,464,Sai Apte,00348754801
896,216,Gaurangi Khalsa,0627789109
897,251,Zansi Sane,5212154213
898,237,Sarthak Chana,06132414151
899,417,Abhimanyu Kade,00365380870
900,609,Warhi Anne,1986934725
901,708,Yash Gopal,04325498994
902,815,Eesha Balan,03239554246
903,294,Divya Uppal,03777746913
904,397,Siya Sachdev,9591085839
905,958,Anthony Cherian,02400522554
906,555,Ekantika Malhotra,06940929333
907,691,Laksh Anne,7526187167
908,598,Yatan Shan,00821845214
909,537,Saumya Rattan,02249266947
910,228,Alexander Reddy,+910855104111
911,238,Oviya Saran,1956106301
912,760,Rushil Bose,2297995820
913,435,Vasatika Mittal,06246965254
914,607,Chandran Dani,+917887677111
915,411,Vinaya Chada,+919702931427
916,957,Kashvi Madan,03605532955
917,17,Tarak Kashyap,8824736419
918,148,Dhriti Dalal,07530533689
919,58,Prisha Balan,03321237353
920,76,Garima Setty,5958009042
921,655,Fariq Babu,+918754709269
922,950,Dhriti Chaudhari,03795657012
923,755,Azad Pai,00082165733
924,985,Chandran Pathak,06584663610
925,35,Jason Apte,+916089369044
926,705,Daksha Pai,5825621246
927,531,Wishi Mital,03929942954
928,886,Chatura Saini,03787050680
929,707,Charita Oza,5573758656
930,23,Ekiya Arya,8814810688
931,770,Chaitaly Palla,+918227874572
932,762,Qadim Grover,02265350241
933,167,Samaksh Sharaf,+910197535671
934,813,Indira Bains,03293580954
935,573,Meera Chokshi,+910033274482
936,983,Eiravati Chad,02260676691
937,548,Edhitha Shankar,7054492636
938,164,Bhavika Dugal,05481390135
939,516,Charan Singhal,+919332676615
940,953,Amara Tailor,3536732238
941,245,Rayaan Bali,07415751760
942,915,Odika Wadhwa,08559759829
943,745,Urvashi Kohli,03590234138
944,231,Kala Kata,2045272054
945,963,Zehaan Bansal,4023268715
946,144,Arjun Thaman,08406030446
947,987,Varenya Pai,08097214143
948,640,Urmi Oommen,08333994498
949,324,Nachiket Chatterjee,02803636810
950,42,Wyatt Kapoor,08308622960
951,714,Vrinda Atwal,05019414603
952,315,Daksha Chhabra,+913930595193
953,645,Anvi Dass,08970461099
954,868,Nidhi Arora,01376098135
955,956,Januja Desai,+916030923897
956,304,Wyatt Bail,+912671386475
957,930,Janaki Chand,08922796559
958,524,Rishi Jha,02676241261
959,926,Advay Khanna,05377857427
960,37,Rehaan Balasubramanian,00808365560
961,439,Sanya Kata,0600066580
962,152,Elijah Ramanathan,02352185661
963,317,Damini Amble,6063526244
964,1,Tanay Talwar,05962418883
965,215,Tamanna Parikh,05213802507
966,542,Indrajit Patla,07710545912
967,914,Yochana Sem,+917950406493
968,960,Tristan Choudhry,3105072053
969,894,Chasmum Chaudhry,0413944921
970,874,Aditya Sood,07428795997
971,256,Michael Lall,7722382701
972,527,Vedant Chadha,08889411600
973,471,Manthan Halder,09366498580
974,720,Ladli Malhotra,6473897961
975,579,Upasna Sachar,6614029864
976,920,Ekansh Purohit,04883510966
977,629,Bhavna Arya,+918135786546
978,741,Anirudh Bahl,+912888991039
979,561,Parth Pandya,+916617573503
980,297,Anya Gola,6197800851
981,348,Ekiya Chana,3616219814
982,464,Sarthak Buch,5322806621
983,440,Dhruv Taneja,+913262345489
984,862,Gaurika Yadav,01638680865
985,504,Dominic Chander,+912027148548
986,643,Vritti Narain,7485813991
987,705,Kala Bahri,+916826584500
988,617,Janani Lad,08066711957
989,61,Logan Bajwa,+919555963235
990,563,Frado Mahal,08973509088
991,142,Anya Konda,6527785370
992,815,Unnati Dora,+912711261136
993,274,Yamini Samra,+919387851365
994,180,Qadim Raman,+915943466838
995,205,William Bhatti,8376349979
996,100,Unni Rastogi,+916679289149
997,797,Maanas Kanda,5111958735
998,835,Maanas Andra,8122465998
999,772,Qasim Chandran,0105761688
1000,849,Amruta Dey,1652173450
1001,105,Xavier Ranganathan,08753695753
1002,216,Unnati Ramachandran,01793504785
1003,795,Avi Yadav,01905089686
1004,338,Oeshi Dubey,06607282225
1005,859,Veda Talwar,06429550661
1006,733,Chandran Nori,+919971919197
1007,922,Oviya Dayal,8265021936
1008,413,Alka Thakkar,08497117858
1009,146,Teerth Bora,+917640633965
1010,6,Oscar Prakash,2280113507
1011,806,Sarthak Solanki,4302840214
1012,191,Chaitaly Dasgupta,+917997921964
1013,74,Joshua Vohra,2268665450
1014,102,Chakrika Sura,01995516673
1015,548,Nachiket Sarraf,+913932137179
1016,833,Fariq Kaul,+912060463299
1017,369,Oscar Mani,+914991018565
1018,842,Champak Bali,05698917145
1019,937,Dominic Mukhopadhyay,06789119970
1020,62,Damini Purohit,07806157158
1021,487,Sai Bhatia,+912088948902
1022,123,Vinaya Oak,7379355391
1023,573,Unni Seshadri,05782104363
1024,723,Patrick Saha,+917698156350
1025,165,Saksham Hayer,06438196827
1026,193,Ekapad Hayre,01444034809
1027,375,Vedant Datta,07991615428
1028,280,Harinakshi Nadkarni,+913648049858
1029,714,Dominic Varty,9119778384
1030,408,Chandran Kanda,08585435444
1031,269,Neelima Krishna,+915432938930
1032,175,Ria Ratti,9669708855
1033,742,Rushil Kara,02757328241
1034,65,Om Iyengar,+919003704057
1035,561,Pooja Singhal,+910181300986
1036,703,Saksham Kamdar,+918343486753
1037,937,Oscar Tripathi,+911407865756
1038,651,Balendra Kumer,3727498611
1039,265,Idika Keer,+917335935200
1040,94,Om Kumer,0012320575
1041,750,Yahvi Setty,+916085182663
1042,540,Riya Rau,03024495941
1043,8,Upma Kapoor,0232458294
1044,56,Raghav Ahluwalia,01168453883
1045,850,Xalak Jaggi,5476390309
1046,750,Zinal Saran,00414781011
1047,904,Chasmum Mann,+912161901505
1048,385,Vasana Swamy,+913248822239
1049,489,Rajata Gala,7313456975
1050,501,Krishna Mohan,09847895134
1051,466,Peter Date,+918585361752
1052,647,Vasatika Parekh,+910447900835
1053,576,Vinaya Wable,3227097910
1054,545,Veer Naidu,+915579847159
1055,867,Bhavini Nadig,00617802835
1056,29,Ridhi Majumdar,8864049339
1057,38,Orinder Sengupta,2474347418
1058,54,Shivani Parikh,06652147251
1059,858,Vansha Modi,+917472056124
1060,497,Lekha Mangal,09610711216
1061,674,Mugdha Gala,+919702723240
1062,679,Kashvi Modi,+911226270354
1063,889,Alka Sami,09650989800
1064,846,Amruta Palan,+912145511277
1065,652,Qasim Atwal,+917896785510
1066,402,Caleb Dave,06878831076
1067,497,Prisha Kar,03797900799
1068,19,Rachita Sheth,03398557084
1069,205,Ayaan Bajaj,1100651930
1070,475,Mitesh Datta,7810469188
1071,77,Prisha Edwin,2276280300
1072,497,Damyanti Lal,07154984898
1073,883,Krishna Wali,+917705055615
1074,541,Tamanna Nori,2886525531
1075,551,Balveer Chowdhury,+918769842862
1076,26,Gaurangi Parekh,+914054609711
1077,493,Siya Kothari,8323998410
1078,92,Harsh Srivastava,08354803197
1079,981,Alexander Trivedi,3812636594
1080,460,Anvi Devan,9697877119
1081,288,Hardik Prabhakar,8242046457
1082,992,Adya Luthra,+914336552463
1083,362,Aarna Ganguly,+918427116080
1084,959,Azad Karpe,07400029597
1085,645,Deepa Nori,02218166425
1086,350,Harita Mani,+911366936967
1087,485,Jagat Dhingra,5140652468
1088,195,Shivansh Agrawal,3452472592
1089,775,Chavvi Nazareth,2434125449
1090,992,Indrajit Saxena,00416509197
1091,872,Girik Pal,02024837864
1092,375,Amara Dalal,+912246694561
1093,703,Eiravati Gera,02120726383
1094,285,William Aurora,+919783724503
1095,641,Eshana Trivedi,9710914405
1096,65,Shivansh Krishnamurthy,00933564262
1097,371,Gunbir Krishna,07032247582
1098,990,Hemangini Dhaliwal,08816154748
1099,585,Yash Kashyap,2106862146
1100,435,Idika Chowdhury,+918886149462
1101,811,Pratyush Sawhney,5958745978
1102,385,Tara Batta,+918018106617
1103,510,Kai Bala,3859470492
1104,87,Pavani Wali,09409438396
1105,570,Hamsini Baral,4861633049
1106,611,Anmol Gara,+917561454204
1107,973,Chanchal Bhatnagar,+911070702511
1108,183,Yatin Sekhon,5215830729
1109,649,Vihaan Sagar,+919662968881
1110,272,Rohan Barman,+911546383117
1111,310,Owen Korpal,1335481220
1112,491,Om Aggarwal,1939907837
1113,777,Edhitha Vyas,02445182614
1114,515,Nidra Murthy,05898741611
1115,513,Dipta Samra,06963971892
1116,845,Bhavna Chowdhury,5201804653
1117,618,Elijah Iyengar,+916228326405
1118,776,Aarnav Solanki,02127989773
1119,164,Ucchal Doctor,+910127238325
1120,184,Chaman Shukla,9642997546
1121,373,Omkaar Sarna,0287189352
1122,252,Azad Subramanian,09042483581
1123,42,Yashawini Menon,+910887980834
1124,853,Parth Ramanathan,00701144841
1125,256,Frederick Narain,01628880776
1126,117,Arunima Shenoy,08145058169
1127,280,Maanav Guha,0277055757
1128,114,Darsh Sehgal,08792334202
1129,5,Gagan Kara,2958152174
1130,947,Dayamai Prashad,+911356830921
1131,717,Tripti Balay,+910612001684
1132,68,Aahana Krishnan,7145175291
1133,328,Chasmum Dyal,04029888981
1134,463,Wazir Morar,2913948478
1135,823,Vincent Barad,03034240219
1136,816,Lakshit Talwar,+911044982133
1137,632,Gautami Wali,03445406283
1138,403,Aashi Badami,7368957390
1139,727,Dhruv Nori,03615958743
1140,909,Zansi Panchal,+918517554134
1141,2,Chaitaly Mallick,04755168984
1142,633,Abdul Mallick,5342180996
1143,532,Matthew Pai,09469503663
1144,545,Warda Bal,+917537492578
1145,290,Janani Karpe,+911796672585
1146,798,Dalbir Arya,06305835601
1147,902,Aachal Srinivasan,08387993790
1148,756,Vinaya Basak,4134169799
1149,626,Hredhaan Wason,04315726415
1150,156,Zashil Maharaj,09047451879
1151,114,Manthan Das,+910035736465
1152,984,Irya Behl,8734468356
1153,544,Ekbal Wason,+917435265215
1154,892,Divya Ahluwalia,+912614278935
1155,797,Kamala Nagar,5684252230
1156,729,Arunima Chakrabarti,+919126755163
1157,580,Charvi Tank,3526589892
1158,751,Vivaan Murty,1112252702
1159,988,Anusha Varma,08003950753
1160,901,Urishilla Saraf,+919388563217
1161,484,Tripti Nayak,06483967193
1162,517,Gaurang Bahri,+916618519080
1163,395,Bhavya Ratta,2910069781
1164,258,Faqid Ramachandran,+915750800610
1165,113,Chatresh Agrawal,+911547475894
1166,119,Umang Dhar,+912796472536
1167,757,Patrick Bal,+918244261764
1168,816,Vamakshi Gera,9547783688
1169,439,Vrinda Natt,+916635800478
1170,700,Christopher Bava,00471153367
1171,242,Yashodhara Sule,05687129262
1172,580,Harita Toor,+913038208782
1173,878,Varenya Atwal,03063143756
1174,266,Keya Swamy,6488095524
1175,49,Odika Dixit,8758565671
1176,975,Ekavir Suresh,8984232659
1177,858,Neha Gupta,04472102995
1178,882,Bishakha Patla,8279173045
1179,912,Nathaniel Pandya,00806427821
1180,499,Aarush Dave,+917116217566
1181,240,Maanav D’Alia,00234593471
1182,738,Gautam Mahal,06854848414
1183,822,Ekbal Minhas,02878929650
1184,368,Ranveer Barad,07870366688
1185,553,Gaurang De,+917397658886
1186,675,Viraj Raval,7310380342
1187,536,Dakshesh Wadhwa,4192090014
1188,843,Jagvi Raval,04611236787
1189,418,Faris Ramesh,09267711005
1190,650,Yatin Ahuja,3166432066
1191,876,Kavya Vala,03267372564
1192,370,Oni Bajwa,+911023387499
1193,617,Widisha Luthra,+910323183295
1194,37,Jeet Cheema,+919272034201
1195,984,Kritika Sundaram,9625526570
1196,809,Yauvani Pandey,05963791252
1197,395,Lavanya Khare,08676763377
1198,168,Ijaya Khosla,08705419677
1199,431,Kala Peri,6168177435
1200,977,Maya Nagar,7108133458
